상품명,브랜드,가격,상품URL,이미지URL
"프리미엄만 엄선한, 태국 마하차녹 무지개망고 2kg이상(특품/5-7입)",온브릭스,"19,900원",https://gift.kakao.com/product/2415033,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250421150837_7b36794daab94584b7954f5e514e5549.jpg
오리지널 대저 짭짤이 토마토 1.5kg 이상 (로열과/2S-S),온브릭스,"19,900원",https://gift.kakao.com/product/11191871,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250314162648_bcc4ee1fb1ca46078f2ec9f5abcb65b2.jpg
"보장된 달콤함, 제스프리 골드키위 3kg이상(점보사이즈/개당150g이상)",온브릭스,"34,900원",https://gift.kakao.com/product/9675876,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250214100352_93d0674b66074be8a974720b150a324e.png
[원월드] 프리미엄 고당도 태국 골드망고 1.8kg (로얄과/4~7입),원월드,"19,900원",https://gift.kakao.com/product/10195197,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250117111702_c460647d11be4ca0b05cf1324c3049a9.jpg
[아실청담] 제철과일 선물세트 삼색소담 2호 3.1kg 만춘 (멜론 오렌지 사과 참외 블루베리 태국망고 애플망고),아실,"59,800원",https://gift.kakao.com/product/6960301,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250424152057_36da26d174134a06bbb9013278dd9c08.jpg
[수플린] 달콤새콤 고당도 블랙라벨 오렌지 10과 (2kg이상),수플린,"11,900원",https://gift.kakao.com/product/11320706,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20240613115253_4e2c60897ea34a09ade87eb78aef0f90.jpg
[수플린] 프리미엄 샤인머스켓1입 & 태국골드망고1입 & 애플망고1입 과일선물세트 (총1.4KG이상),수플린,"29,900원",https://gift.kakao.com/product/7388925,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20240919121711_e991a708b8c343768ea75b51feb95494.jpg
"과일의 여왕, 생과로 맛보는 망고스틴 1kg내외(특대/10~12입)",온브릭스,"18,900원",https://gift.kakao.com/product/4533619,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
[수플린] 프리미엄 샤인머스켓1입&애플망고4입 과일선물세트 (총 2.2KG이상),수플린,"52,900원",https://gift.kakao.com/product/3573171,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
[수플린] 제주의 봄을 담은 고당도 카라향 총 2kg 이상 (13brix/15~20입),수플린,"19,900원",https://gift.kakao.com/product/6349763,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
[원월드] 프리미엄 고당도 애플망고 1.8kg (로얄과/4~6입),원월드,"29,900원",https://gift.kakao.com/product/10195204,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
"[파머스기프트] 프리미엄 과일선물세트7종 올리브1호 (파인애플,애플망고)3.9kg이상",온브릭스,"49,800원",https://gift.kakao.com/product/7374771,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
[수플린] 건강한 슈퍼푸드 국내산 블루베리 총 400g 이상 (100g*4팩),수플린,"29,900원",https://gift.kakao.com/product/7219820,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
[고당도 꿀수박] [당도선별] 온리브릭스 블랙펄 흑수박 6-7kg,온브릭스,"54,900원",https://gift.kakao.com/product/9435697,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
"15년 연속 브랜드 대상, 불로초 프리미엄 카라향 2kg(특품/10-12입)",온브릭스,"32,900원",https://gift.kakao.com/product/11454030,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
"청도 생생곶감세트 ""달달촉촉 씨 없는 반건시"" 20입 (개당50g/총1kg이상)",가든클래식스,"29,900원",https://gift.kakao.com/product/2146043,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20240122145717_a12d92be904a481babc4e85abd8c4825.jpg
"""✨노랑노랑✨"" 프리미엄 등급, 쫀득함 2배 바나나 2.4kg이상(1.2kg*2팩)",온브릭스,"15,900원",https://gift.kakao.com/product/6758141,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20240517100416_0718182c4cc744c881601aec62677e57.jpg
오리지널 대저 짭짤이 토마토 2.5kg 이상 (로열과/2S-S),온브릭스,"29,900원",https://gift.kakao.com/product/11191874,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250314162739_74bfce8f484d4547a433b3f0fbd78f8a.jpg
"""대저농협인증"" 정품 프리미엄 대저 짭짤이 토마토 2.5kg(로열과/2S~S)",온브릭스,"34,900원",https://gift.kakao.com/product/2351288,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250218171709_b0435dd451dd4527960053d7b06d90fc.jpg
[원월드] 프리미엄 애플망고&태국망고&골드키위&자몽 과일선물세트 4.7kg (4종/10입),원월드,"59,900원",https://gift.kakao.com/product/9477792,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20241111084440_fff5a2e4009c4c1dbbede006238aed29.jpg
"컬러마다 다른 맛, 프리미엄 무지개 방울토마토 1.5kg이상(750g*2팩)",온브릭스,"22,900원",https://gift.kakao.com/product/11289719,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250307175807_1133f964de4e493a86d2e022c5128f22.jpg
"[대디스팜] 고당도 블랙머스켓, 세이블 시들리스 블랙포도 2kg",대디스팜,"22,800원",https://gift.kakao.com/product/9483774,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20240320112532_a2a8641884314849a9a6043e22dd8edc.png
[원월드] 달콤상큼 건강한 국산 생 블루베리 400g (특대과/18mm이상),원월드,"32,900원",https://gift.kakao.com/product/2153261,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250423153156_accafbf46c454bd0a60ad970c3e56795.jpg
[온브릭스] 고당도 부사사과 4kg이상(로열과/18-20입),온브릭스,"49,900원",https://gift.kakao.com/product/6678315,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20241016115507_360a3ec8f0cb4625b6e6b5de5b1a1ac0.jpg
프리미엄 고당도 네이블 오렌지 2kg(로열과/8~10입),온브릭스,"15,900원",https://gift.kakao.com/product/1365494,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20240822100258_99ac2073b1fe44e3b3a78c372e274040.jpg
[수플린] 항공직송으로 신선한 고당도 태국골드망고 총 3.6kg 이상 (8~9입),수플린,"55,900원",https://gift.kakao.com/product/6761604,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20230629181421_fa410076f73a44398eb69798ed6cba26.jpg
"[온브릭스] 달콤한 과즙, 고당도 제주 카라향 2kg(특품/8-13입)",온브릭스,"19,900원",https://gift.kakao.com/product/11496763,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250410120242_b12626920b7d48dcb5574c95d31537dc.jpg
마하차녹 무지개망고 선물세트 3.2kg(8-10과),미과,"23,900원",https://gift.kakao.com/product/4535367,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
[원월드] 프리미엄 고당도 애플망고&마하차녹 무지개망고 1.8kg (로얄과/4~6입),원월드,"22,900원",https://gift.kakao.com/product/11308546,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
정성을 담은 프리미엄 어텀크리스피 포도& 사과& 배 선물세트 총 2.1kg이상 (씨에스타 2호),라라르떼,"34,800원",https://gift.kakao.com/product/10141533,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
"15년 연속 브랜드 대상, 불로초 고당도 천혜향 2kg이상(8-10입/특품)",온브릭스,"31,900원",https://gift.kakao.com/product/11343671,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
[원월드] 프리미엄 애플망고&태국망고&애플청포도&오렌지&용과 과일선물세트 4.5kg (5종/10입),원월드,"56,900원",https://gift.kakao.com/product/8606606,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
정성을 담은 프리미엄 어텀크리스피 포도 3입 선물세트 총 1.5kg이상 (씨에스타 1호),라라르떼,"26,800원",https://gift.kakao.com/product/10141402,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
[수플린] 새콤달콤 쫀득한 고당도 애플망고 총 1.6KG 이상 (4~6입),수플린,"28,900원",https://gift.kakao.com/product/6607227,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
"당도보장, 온리브릭스 수박 5-6kg(13Brix/1통)",온브릭스,"39,900원",https://gift.kakao.com/product/11514656,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
"[프루미츠] 보라빛 진주 달콤한, 유레카 생 블루베리 300g (18mm/특품)",프루미츠,"21,800원",https://gift.kakao.com/product/10508330,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250411171358_981271791cc34fdc974822838328b84a.jpg
항공직송 프리미엄 고당도 애플망고 선물세트 2kg이상(4-6입/특품),온브릭스,"39,900원",https://gift.kakao.com/product/2334373,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250130140802_d62b8eed1052455ea76c29ecee406a33.jpg
[수플린] 프리미엄 금실 딸기와 애플망고 선물세트 총 1.6kg 이상,수플린,"36,900원",https://gift.kakao.com/product/8210989,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250219094419_7130cd8ff790499b9bbd204831368766.jpg
[원월드] 프리미엄 애플망고&태국망고&애플청포도&자몽 과일선물세트 4.6kg (4종/10입),원월드,"57,900원",https://gift.kakao.com/product/8607122,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250325082133_06787f7522e0410fb729bf43d061ef2f.jpg
[온브릭스] 진한 향기 고당도 카라향 선물세트 3kg (특품/12-20입),온브릭스,"29,900원",https://gift.kakao.com/product/2970608,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250410151404_c584b2867d7142248732e5c7ff40b4bc.jpg
"""과즙가득"" [프루미츠] 프리미엄 고당도 썬키스트 블랙라벨 오렌지 25입 5kg이상(오렌지칼 증정)",프루미츠,"22,800원",https://gift.kakao.com/product/4426408,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250409164746_cf1a279435944b458d8bc79ae6256297.jpg
"""단짠단짠 곶감세트"" 호두와 크림치즈가 가득찬 ""호두&크림치즈 곶감말이"" 18입 세트 (250g)",라라르떼,"27,800원",https://gift.kakao.com/product/10950728,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20240111170534_e56adcb40dc245f6bd86198a973dadf4.jpg
[원월드] 프리미엄 고당도 마하차녹 무지개망고 과일선물세트 2kg (로얄과/5~7입),원월드,"19,900원",https://gift.kakao.com/product/4494552,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250425105944_b5a810cffcbb4758b0d82a60f2743062.jpg
[라라르떼] 새콤달콤 과즙이 가득찬 프리미엄 만다린 귤 2kg (12brix이상),라라르떼,"21,800원",https://gift.kakao.com/product/9836292,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250319110246_34697abba4d24386be4e68a7846ebfc2.jpg
[프루미츠] 제주 서귀포인정 초고당도 카라향 선물세트 2kg(특품/8~13입) 카네이션 브로치 증정,프루미츠,"17,800원",https://gift.kakao.com/product/2400189,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250407150952_bfb94f17917d4ba79e21ce496952df63.jpg
"""✨카카오 단독✨"" [수플린x디즈니] 달콤한 마법 같은 백설공주 사과 (세척사과 8입/총 1.6kg)",수플린,"23,900원",https://gift.kakao.com/product/6950007,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250317184214_f761ebca150f4999978996413e0752a2.jpg
씨 없이 껍질째 즐기는 스윗사파이어 포도(특품/700g*2팩),온브릭스,"18,900원",https://gift.kakao.com/product/2359380,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250422103138_3446190235a746a3a78938ccf158543f.jpg
"""제주에서 온 선물"" [탐라왕] 고당도 한라봉 2kg (로얄과/7~10입)",탐라왕,"22,800원",https://gift.kakao.com/product/2254250,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
[탐라왕] 초고당도 카라향 선물세트 3kg(특품/15-20입),탐라왕,"25,900원",https://gift.kakao.com/product/6878523,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
"[탐라왕] ""제주 봄에디션"" 만감 3종 혼합세트 4.5kg (천혜향+한라봉+카라향/18~24입)",탐라왕,"45,900원",https://gift.kakao.com/product/11511430,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
[수플린X디즈니] 알록달록 고당도 마하차녹 무지개망고 2kg (5~7입/로얄과),수플린,"18,900원",https://gift.kakao.com/product/11530404,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
[수플린] 제주오감 고당도 카라향 과일선물세트 총 2.5KG (13Brix이상/12~18입),수플린,"24,900원",https://gift.kakao.com/product/2277237,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
[온브릭스] 고당도 부사사과 2kg이상(로열과/9-10입),온브릭스,"25,900원",https://gift.kakao.com/product/2143646,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
[설레원x위미농협] 제주 고당도 카라향 3kg (15~25과/평균14brix),설레원,"29,800원",https://gift.kakao.com/product/11482738,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
[수플린] 항공직송으로 신선한 고당도 태국골드망고 총 5kg 이상 (로얄과/10~16입),수플린,"39,900원",https://gift.kakao.com/product/9496545,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
"[수플린] 탱글탱글 프리미엄 체리 과일선물 10Row (300g * 2팩, 총 600g내외)",수플린,"29,900원",https://gift.kakao.com/product/11606997,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20240510161120_9cb2a335d9244c07bfd1cdbeb58aad31.jpg
[원월드] 프리미엄 애플망고&태국망고&애플청포도&사과&배 과일선물세트 4.5kg (5종/10입),원월드,"65,900원",https://gift.kakao.com/product/11387746,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250324135602_da317dc239ae4e14a3e966c84e980ac0.jpg
[라라르떼] 새콤달콤 슈퍼푸드 달달한 고당도 프리미엄 신틸라 블루베리 400g*2팩 (14mm이상),라라르떼,"39,800원",https://gift.kakao.com/product/7102408,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250423084759_c89efa5dd06b452c9436447ac5fc606c.jpg
껍질째 먹는 세척 사과 1.4kg(특품/6-8입),온브릭스,"19,900원",https://gift.kakao.com/product/6867894,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20241111162901_653e1574b8ac4173a088d94b1a2723e7.jpg
[수플린X디즈니] 몽글몽글 새콤달콤한 태국 망고스틴 1kg (500g*2입),수플린,"18,900원",https://gift.kakao.com/product/9597655,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250326192741_83a6f9baeb2b4d7abc6e97cd94fea060.jpg
"""✈직수입✈"" 달콤한 콤비네이션, 애플망고&골드망고 혼합 1.4kg이상(특품/4입)",온브릭스,"22,900원",https://gift.kakao.com/product/2379534,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20240610165808_1fbb947dc5c14bf4bbe98ca91b44f4f8.jpg
[수플린] 은은하고 담백한 프리미엄 베트남 용과 총 5kg 이상 (8~10과),수플린,"29,900원",https://gift.kakao.com/product/10185899,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20240806121505_6967264ac5cf4f6c98326072a6a719d9.jpg
[프루미츠] 제주 서귀포인정 제철 고당도 천혜향 선물세트 2kg (특품/5-7입),프루미츠,"26,800원",https://gift.kakao.com/product/3967513,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20240214112357_c66c51061a0849c7bed1f47f999e36fc.jpg
"프리미엄만 엄선한, 태국 마하차녹 무지개망고 1.4kg이상(특품/4입)",온브릭스,"15,900원",https://gift.kakao.com/product/6943190,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250421150626_f18ea58c9e6e4145930427e519614410.jpg
"15년 연속 브랜드 대상, 불로초 프리미엄 한라봉 3kg (8-11입/특품)",온브릭스,"39,900원",https://gift.kakao.com/product/10985060,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250404161055_b1f1a00d3ec44eda8033eec64b2612ac.jpg
[대디스팜] 품격있는 제철 혼합 과일세트 프리미엄 No.4 (4.3kg내외/11입),대디스팜,"53,800원",https://gift.kakao.com/product/8442749,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20240805001022_50979c4196fd4e16bbcfbea0786256dd.jpg
"15년 연속 브랜드 대상, 불로초 프리미엄 한라봉 2kg (6-9입/특품)",온브릭스,"30,900원",https://gift.kakao.com/product/10985056,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250404160856_758361f79175420c971695404887880c.jpg
제스프리 골드키위 선물세트 5.6kg이상(점보사이즈/37~41입),온브릭스,"59,900원",https://gift.kakao.com/product/9889838,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
[수플린] 달콤새콤 고당도 블랙라벨 오렌지 20과 (4kg이상),수플린,"18,900원",https://gift.kakao.com/product/11320742,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
[프루미츠] 아삭아삭 달콤한 스윗마토 스테비아 방울토마토 1kg (500g*2팩),프루미츠,"15,800원",https://gift.kakao.com/product/4936605,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
[수플린] 새콤달콤 쫀득한 특대 애플망고 과일선물세트 총 3KG 이상 (로얄과/6입),수플린,"58,900원",https://gift.kakao.com/product/3800601,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
[원월드] 고당도 달콤한 크리스피 애플청포도&사파이어포도 1.2kg (2입),원월드,"15,900원",https://gift.kakao.com/product/11504844,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
[아실청담] 제철과일 선물세트 삼색다담 3호 4.4kg 만춘 (멜론 사과 배 귤 참외 블루베리 태국망고 애플망고),아실,"100,000원",https://gift.kakao.com/product/7638847,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
"달콤함의 정점, 온리브릭스 골드망고 2.5kg (특품/5-7입)",온브릭스,"27,900원",https://gift.kakao.com/product/8200201,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
[수플린] 제주오감 고당도 한라봉 과일선물세트 총 4.5KG (13Brix이상/12~16입),수플린,"39,900원",https://gift.kakao.com/product/8243629,https://st.kakaocdn.net/commerce_ui/static/common_module/default_fallback_thumbnail.png
껍질째 먹는 세척 사과 3.5kg(특품/14-18입),온브릭스,"42,900원",https://gift.kakao.com/product/6678318,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20241021152933_1263b55a94b74ef8844d350705a730da.jpg
"[온브릭스] 달콤한 과즙, 고당도 제주 카라향 3kg(특품/12-20입)",온브릭스,"27,900원",https://gift.kakao.com/product/4612237,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250410115711_9bf122c04a6a4ab49ae9adb9918614a5.jpg
[각인엽서증정] 프리미엄 라탄 과일바구니 기프트 3호 총 2.5KG 이상 (7종),수플린,"59,900원",https://gift.kakao.com/product/9476246,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250317203742_a6a871fc9ff14d1a884ae7a97500cc50.jpg
[원월드] 프리미엄 고당도 애플망고&애플청포도 과일선물세트 1.5kg (3입),원월드,"23,900원",https://gift.kakao.com/product/11384106,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250324084312_fadede407856414e913b5f2f7c363fd6.jpg
[온브릭스] 고당도 부사사과 2kg이상(중대과/7-8입),온브릭스,"27,900원",https://gift.kakao.com/product/7820912,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20240826093731_efa428eca4d3440d95d78d831d9a75d0.jpg
"구슬처럼 탱글탱글, 대추방울토마토 2kg이상(500g*4팩)",온브릭스,"22,900원",https://gift.kakao.com/product/10789175,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20241115141117_07dd721495f144fe819c8bac2742393e.jpg
"""제주에서 온 선물"" [탐라왕] 고당도 한라봉 선물세트 4.5kg 로얄과(14-18입)",탐라왕,"39,900원",https://gift.kakao.com/product/2264835,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250115105020_2e1119c3fc3746ad869156562b9900f7.png
"[Onbrix Gift] 그린 에디션, 프리미엄 사과 선물세트 3kg이상(9입/특품)",온브릭스,"69,800원",https://gift.kakao.com/product/2287820,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250130173057_fde4f2516da240879b0814b251f43387.jpg
[온브릭스] 항공직송 골드망고 선물세트 3.5kg 이상 (9입/특대과),온브릭스,"45,000원",https://gift.kakao.com/product/11405350,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250326160452_d79cffcbffc44ff6adb7ebd786abbeb9.jpg
저당/저칼로리 생 복숭아 병조림 선물세트(백도&황도),온브릭스,"24,900원",https://gift.kakao.com/product/5373184,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20220901111423_3c8a57b765a7436790dafcb8fccaf5a9.jpg
[프루미츠] 제스프리 골드 키위 선물세트 2.4kg (120g이상/20입),프루미츠,"31,800원",https://gift.kakao.com/product/10235330,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250425105036_450178d3b5f2474eab2af8916d28b092.jpg
[수플린] 달콤상큼 특대 애플망고&태국골드망고 과일선물세트 총 2.7KG 이상 (로얄과/6입),수플린,"48,900원",https://gift.kakao.com/product/4097311,https://img1.kakaocdn.net/thumb/C305x305@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250131124405_dc45db866f5d48c79787e03c59d6ec62.jpg
